station,interval_start,entry_count,exit_count
10号线江湾体育场,2018-01-05 23:00:01,1,87
10号线江湾体育场,2018-01-05 23:15:01,2,31
10号线江湾体育场,2018-01-05 23:30:01,3,30
10号线江湾体育场,2018-01-05 23:45:01,1,12
10号线海伦路,2018-01-05 04:45:01,0,1
10号线海伦路,2018-01-05 05:15:01,1,0
10号线海伦路,2018-01-05 05:30:01,12,3
10号线海伦路,2018-01-05 05:45:01,25,2
10号线海伦路,2018-01-05 06:00:01,39,12
10号线海伦路,2018-01-05 06:15:01,63,22
10号线海伦路,2018-01-05 06:30:01,95,35
10号线海伦路,2018-01-05 06:45:01,138,60
10号线海伦路,2018-01-05 07:00:01,129,75
10号线海伦路,2018-01-05 07:15:01,180,93
10号线海伦路,2018-01-05 07:30:01,265,195
10号线海伦路,2018-01-05 07:45:01,399,303
10号线海伦路,2018-01-05 08:00:01,440,530
10号线海伦路,2018-01-05 08:15:01,559,733
10号线海伦路,2018-01-05 08:30:01,525,1017
10号线海伦路,2018-01-05 08:45:01,374,1180
10号线海伦路,2018-01-05 09:00:01,323,709
10号线海伦路,2018-01-05 09:15:01,262,570
10号线海伦路,2018-01-05 09:30:01,181,430
10号线海伦路,2018-01-05 09:45:01,170,354
10号线海伦路,2018-01-05 10:00:01,167,245
10号线海伦路,2018-01-05 10:15:01,142,173
10号线海伦路,2018-01-05 10:30:01,116,174
10号线海伦路,2018-01-05 10:45:01,109,147
10号线海伦路,2018-01-05 11:00:01,117,118
10号线海伦路,2018-01-05 11:15:01,132,105
10号线海伦路,2018-01-05 11:30:01,121,128
10号线海伦路,2018-01-05 11:45:01,100,114
10号线海伦路,2018-01-05 12:00:01,174,106
10号线海伦路,2018-01-05 12:15:01,145,89
10号线海伦路,2018-01-05 12:30:01,124,167
10号线海伦路,2018-01-05 12:45:01,130,162
10号线海伦路,2018-01-05 13:00:01,129,148
10号线海伦路,2018-01-05 13:15:01,131,145
10号线海伦路,2018-01-05 13:30:01,111,161
10号线海伦路,2018-01-05 13:45:01,138,174
10号线海伦路,2018-01-05 14:00:01,116,142
10号线海伦路,2018-01-05 14:15:01,168,141
10号线海伦路,2018-01-05 14:30:01,152,141
10号线海伦路,2018-01-05 14:45:01,140,114
10号线海伦路,2018-01-05 15:00:01,156,122
10号线海伦路,2018-01-05 15:15:01,230,153
10号线海伦路,2018-01-05 15:30:01,159,145
10号线海伦路,2018-01-05 15:45:01,158,168
10号线海伦路,2018-01-05 16:00:01,167,142
10号线海伦路,2018-01-05 16:15:01,206,171
10号线海伦路,2018-01-05 16:30:01,266,173
10号线海伦路,2018-01-05 16:45:01,288,179
10号线海伦路,2018-01-05 17:00:01,471,173
10号线海伦路,2018-01-05 17:15:01,477,264
10号线海伦路,2018-01-05 17:30:01,663,296
10号线海伦路,2018-01-05 17:45:01,637,322
10号线海伦路,2018-01-05 18:00:01,627,348
10号线海伦路,2018-01-05 18:15:01,590,362
10号线海伦路,2018-01-05 18:30:01,371,347
10号线海伦路,2018-01-05 18:45:01,268,300
10号线海伦路,2018-01-05 19:00:01,275,262
10号线海伦路,2018-01-05 19:15:01,223,210
10号线海伦路,2018-01-05 19:30:01,164,169
10号线海伦路,2018-01-05 19:45:01,145,162
10号线海伦路,2018-01-05 20:00:01,153,130
10号线海伦路,2018-01-05 20:15:01,212,151
10号线海伦路,2018-01-05 20:30:01,143,125
10号线海伦路,2018-01-05 20:45:01,159,125
10号线海伦路,2018-01-05 21:00:01,130,121
10号线海伦路,2018-01-05 21:15:01,121,113
10号线海伦路,2018-01-05 21:30:01,104,148
10号线海伦路,2018-01-05 21:45:01,122,153
10号线海伦路,2018-01-05 22:00:01,144,137
10号线海伦路,2018-01-05 22:15:01,133,126
10号线海伦路,2018-01-05 22:30:01,69,126
10号线海伦路,2018-01-05 22:45:01,31,86
10号线海伦路,2018-01-05 23:00:01,12,41
10号线海伦路,2018-01-05 23:15:01,5,6
10号线海伦路,2018-01-05 23:30:01,2,25
10号线海伦路,2018-01-05 23:45:01,0,14
10号线紫藤路,2018-01-05 05:15:01,6,0
10号线紫藤路,2018-01-05 05:30:01,7,0
10号线紫藤路,2018-01-05 05:45:01,8,0
10号线紫藤路,2018-01-05 06:00:01,20,0
10号线紫藤路,2018-01-05 06:15:01,19,0
10号线紫藤路,2018-01-05 06:30:01,35,2
10号线紫藤路,2018-01-05 06:45:01,39,27
10号线紫藤路,2018-01-05 07:00:01,81,27
10号线紫藤路,2018-01-05 07:15:01,78,29
10号线紫藤路,2018-01-05 07:30:01,115,48
10号线紫藤路,2018-01-05 07:45:01,160,56
10号线紫藤路,2018-01-05 08:00:01,128,171
10号线紫藤路,2018-01-05 08:15:01,168,156
10号线紫藤路,2018-01-05 08:30:01,118,338
10号线紫藤路,2018-01-05 08:45:01,107,429
10号线紫藤路,2018-01-05 09:00:01,84,156
10号线紫藤路,2018-01-05 09:15:01,73,233
10号线紫藤路,2018-01-05 09:30:01,52,152
10号线紫藤路,2018-01-05 09:45:01,43,82
10号线紫藤路,2018-01-05 10:00:01,31,59
10号线紫藤路,2018-01-05 10:15:01,44,105
10号线紫藤路,2018-01-05 10:30:01,29,67
10号线紫藤路,2018-01-05 10:45:01,40,97
10号线紫藤路,2018-01-05 11:00:01,42,31
10号线紫藤路,2018-01-05 11:15:01,43,78
10号线紫藤路,2018-01-05 11:30:01,30,50
10号线紫藤路,2018-01-05 11:45:01,48,95
10号线紫藤路,2018-01-05 12:00:01,57,27
10号线紫藤路,2018-01-05 12:15:01,36,66
10号线紫藤路,2018-01-05 12:30:01,48,42
10号线紫藤路,2018-01-05 12:45:01,58,78
10号线紫藤路,2018-01-05 13:00:01,47,34
10号线紫藤路,2018-01-05 13:15:01,60,73
10号线紫藤路,2018-01-05 13:30:01,39,48
10号线紫藤路,2018-01-05 13:45:01,39,85
10号线紫藤路,2018-01-05 14:00:01,46,43
10号线紫藤路,2018-01-05 14:15:01,58,70
10号线紫藤路,2018-01-05 14:30:01,65,46
10号线紫藤路,2018-01-05 14:45:01,46,82
10号线紫藤路,2018-01-05 15:00:01,70,46
10号线紫藤路,2018-01-05 15:15:01,78,58
10号线紫藤路,2018-01-05 15:30:01,35,34
10号线紫藤路,2018-01-05 15:45:01,60,83
10号线紫藤路,2018-01-05 16:00:01,73,35
10号线紫藤路,2018-01-05 16:15:01,84,96
10号线紫藤路,2018-01-05 16:30:01,83,38
10号线紫藤路,2018-01-05 16:45:01,71,103
10号线紫藤路,2018-01-05 17:00:01,143,36
10号线紫藤路,2018-01-05 17:15:01,149,122
10号线紫藤路,2018-01-05 17:30:01,219,99
10号线紫藤路,2018-01-05 17:45:01,223,206
10号线紫藤路,2018-01-05 18:00:01,298,131
10号线紫藤路,2018-01-05 18:15:01,238,210
10号线紫藤路,2018-01-05 18:30:01,152,135
10号线紫藤路,2018-01-05 18:45:01,112,220
10号线紫藤路,2018-01-05 19:00:01,100,103
10号线紫藤路,2018-01-05 19:15:01,73,164
10号线紫藤路,2018-01-05 19:30:01,60,95
10号线紫藤路,2018-01-05 19:45:01,71,95
10号线紫藤路,2018-01-05 20:00:01,86,51
10号线紫藤路,2018-01-05 20:15:01,102,56
10号线紫藤路,2018-01-05 20:30:01,85,43
10号线紫藤路,2018-01-05 20:45:01,78,59
10号线紫藤路,2018-01-05 21:00:01,98,24
10号线紫藤路,2018-01-05 21:15:01,107,46
10号线紫藤路,2018-01-05 21:30:01,113,20
10号线紫藤路,2018-01-05 21:45:01,98,47
10号线紫藤路,2018-01-05 22:00:01,204,14
10号线紫藤路,2018-01-05 22:15:01,56,49
10号线紫藤路,2018-01-05 22:30:01,1,26
10号线紫藤路,2018-01-05 22:45:01,0,23
10号线紫藤路,2018-01-05 23:00:01,2,11
10号线紫藤路,2018-01-05 23:15:01,0,2
10号线航中路,2018-01-05 04:45:01,0,1
10号线航中路,2018-01-05 05:00:01,3,0
10号线航中路,2018-01-05 05:15:01,13,0
10号线航中路,2018-01-05 05:30:01,12,1
10号线航中路,2018-01-05 05:45:01,46,0
10号线航中路,2018-01-05 06:00:01,64,0
10号线航中路,2018-01-05 06:15:01,93,11
10号线航中路,2018-01-05 06:30:01,141,8
10号线航中路,2018-01-05 06:45:01,220,7
10号线航中路,2018-01-05 07:00:01,285,27
10号线航中路,2018-01-05 07:15:01,462,23
10号线航中路,2018-01-05 07:30:01,612,33
10号线航中路,2018-01-05 07:45:01,1004,52
10号线航中路,2018-01-05 08:00:01,906,32
10号线航中路,2018-01-05 08:15:01,956,71
10号线航中路,2018-01-05 08:30:01,723,103
10号线航中路,2018-01-05 08:45:01,552,47
10号线航中路,2018-01-05 09:00:01,387,87
10号线航中路,2018-01-05 09:15:01,291,54
10号线航中路,2018-01-05 09:30:01,222,39
10号线航中路,2018-01-05 09:45:01,155,68
10号线航中路,2018-01-05 10:00:01,116,27
10号线航中路,2018-01-05 10:15:01,122,62
10号线航中路,2018-01-05 10:30:01,80,39
10号线航中路,2018-01-05 10:45:01,76,42
10号线航中路,2018-01-05 11:00:01,82,50
10号线航中路,2018-01-05 11:15:01,68,45
10号线航中路,2018-01-05 11:30:01,58,44
10号线航中路,2018-01-05 11:45:01,61,46
10号线航中路,2018-01-05 12:00:01,79,63
10号线航中路,2018-01-05 12:15:01,98,49
10号线航中路,2018-01-05 12:30:01,85,70
10号线航中路,2018-01-05 12:45:01,103,51
10号线航中路,2018-01-05 13:00:01,95,66
10号线航中路,2018-01-05 13:15:01,69,55
10号线航中路,2018-01-05 13:30:01,69,74
10号线航中路,2018-01-05 13:45:01,66,51
10号线航中路,2018-01-05 14:00:01,58,110
10号线航中路,2018-01-05 14:15:01,73,69
10号线航中路,2018-01-05 14:30:01,76,101
10号线航中路,2018-01-05 14:45:01,61,87
10号线航中路,2018-01-05 15:00:01,44,126
10号线航中路,2018-01-05 15:15:01,43,52
10号线航中路,2018-01-05 15:30:01,61,117
10号线航中路,2018-01-05 15:45:01,52,83
10号线航中路,2018-01-05 16:00:01,63,151
10号线航中路,2018-01-05 16:15:01,55,89
10号线航中路,2018-01-05 16:30:01,64,191
10号线航中路,2018-01-05 16:45:01,69,86
10号线航中路,2018-01-05 17:00:01,93,249
10号线航中路,2018-01-05 17:15:01,92,126
10号线航中路,2018-01-05 17:30:01,91,323
10号线航中路,2018-01-05 17:45:01,85,224
10号线航中路,2018-01-05 18:00:01,76,656
10号线航中路,2018-01-05 18:15:01,94,379
10号线航中路,2018-01-05 18:30:01,62,632
10号线航中路,2018-01-05 18:45:01,70,324
10号线航中路,2018-01-05 19:00:01,45,530
10号线航中路,2018-01-05 19:15:01,43,202
10号线航中路,2018-01-05 19:30:01,38,395
10号线航中路,2018-01-05 19:45:01,33,142
10号线航中路,2018-01-05 20:00:01,35,249
10号线航中路,2018-01-05 20:15:01,33,90
10号线航中路,2018-01-05 20:30:01,37,208
10号线航中路,2018-01-05 20:45:01,30,74
10号线航中路,2018-01-05 21:00:01,37,215
10号线航中路,2018-01-05 21:15:01,23,108
10号线航中路,2018-01-05 21:30:01,17,191
10号线航中路,2018-01-05 21:45:01,19,117
10号线航中路,2018-01-05 22:00:01,21,184
10号线航中路,2018-01-05 22:15:01,16,83
10号线航中路,2018-01-05 22:30:01,0,177
10号线航中路,2018-01-05 22:45:01,0,69
10号线航中路,2018-01-05 23:00:01,0,91
10号线航中路,2018-01-05 23:15:01,0,28
10号线虹桥1号航站楼,2018-01-05 05:30:01,5,0
10号线虹桥1号航站楼,2018-01-05 05:45:01,17,1
10号线虹桥1号航站楼,2018-01-05 06:00:01,9,19
10号线虹桥1号航站楼,2018-01-05 06:15:01,23,64
10号线虹桥1号航站楼,2018-01-05 06:30:01,23,45
10号线虹桥1号航站楼,2018-01-05 06:45:01,34,66
10号线虹桥1号航站楼,2018-01-05 07:00:01,40,129
10号线虹桥1号航站楼,2018-01-05 07:15:01,58,129
10号线虹桥1号航站楼,2018-01-05 07:30:01,100,157
10号线虹桥1号航站楼,2018-01-05 07:45:01,95,407
10号线虹桥1号航站楼,2018-01-05 08:00:01,131,443
10号线虹桥1号航站楼,2018-01-05 08:15:01,118,634
10号线虹桥1号航站楼,2018-01-05 08:30:01,105,451
10号线虹桥1号航站楼,2018-01-05 08:45:01,102,267
10号线虹桥1号航站楼,2018-01-05 09:00:01,50,184
10号线虹桥1号航站楼,2018-01-05 09:15:01,51,135
10号线虹桥1号航站楼,2018-01-05 09:30:01,57,105
10号线虹桥1号航站楼,2018-01-05 09:45:01,47,115
10号线虹桥1号航站楼,2018-01-05 10:00:01,67,75
10号线虹桥1号航站楼,2018-01-05 10:15:01,66,69
10号线虹桥1号航站楼,2018-01-05 10:30:01,45,69
10号线虹桥1号航站楼,2018-01-05 10:45:01,118,57
10号线虹桥1号航站楼,2018-01-05 11:00:01,90,61
10号线虹桥1号航站楼,2018-01-05 11:15:01,91,45
10号线虹桥1号航站楼,2018-01-05 11:30:01,86,66
10号线虹桥1号航站楼,2018-01-05 11:45:01,78,51
10号线虹桥1号航站楼,2018-01-05 12:00:01,57,53
10号线虹桥1号航站楼,2018-01-05 12:15:01,85,75
10号线虹桥1号航站楼,2018-01-05 12:30:01,97,67
10号线虹桥1号航站楼,2018-01-05 12:45:01,82,86
10号线虹桥1号航站楼,2018-01-05 13:00:01,83,88
10号线虹桥1号航站楼,2018-01-05 13:15:01,67,61
10号线虹桥1号航站楼,2018-01-05 13:30:01,90,73
10号线虹桥1号航站楼,2018-01-05 13:45:01,85,53
10号线虹桥1号航站楼,2018-01-05 14:00:01,78,61
10号线虹桥1号航站楼,2018-01-05 14:15:01,65,63
10号线虹桥1号航站楼,2018-01-05 14:30:01,81,50
10号线虹桥1号航站楼,2018-01-05 14:45:01,103,46
10号线虹桥1号航站楼,2018-01-05 15:00:01,71,39
10号线虹桥1号航站楼,2018-01-05 15:15:01,75,40
10号线虹桥1号航站楼,2018-01-05 15:30:01,108,47
10号线虹桥1号航站楼,2018-01-05 15:45:01,83,45
10号线虹桥1号航站楼,2018-01-05 16:00:01,112,57
10号线虹桥1号航站楼,2018-01-05 16:15:01,175,42
10号线虹桥1号航站楼,2018-01-05 16:30:01,184,52
10号线虹桥1号航站楼,2018-01-05 16:45:01,236,63
10号线虹桥1号航站楼,2018-01-05 17:00:01,491,55
10号线虹桥1号航站楼,2018-01-05 17:15:01,512,58
10号线虹桥1号航站楼,2018-01-05 17:30:01,392,64
10号线虹桥1号航站楼,2018-01-05 17:45:01,283,55
10号线虹桥1号航站楼,2018-01-05 18:00:01,170,69
10号线虹桥1号航站楼,2018-01-05 18:15:01,197,80
10号线虹桥1号航站楼,2018-01-05 18:30:01,107,63
10号线虹桥1号航站楼,2018-01-05 18:45:01,99,54
10号线虹桥1号航站楼,2018-01-05 19:00:01,147,54
10号线虹桥1号航站楼,2018-01-05 19:15:01,118,59
10号线虹桥1号航站楼,2018-01-05 19:30:01,96,52
10号线虹桥1号航站楼,2018-01-05 19:45:01,92,38
10号线虹桥1号航站楼,2018-01-05 20:00:01,96,50
10号线虹桥1号航站楼,2018-01-05 20:15:01,56,43
10号线虹桥1号航站楼,2018-01-05 20:30:01,36,40
10号线虹桥1号航站楼,2018-01-05 20:45:01,31,26
10号线虹桥1号航站楼,2018-01-05 21:00:01,56,23
10号线虹桥1号航站楼,2018-01-05 21:15:01,53,28
10号线虹桥1号航站楼,2018-01-05 21:30:01,39,32
10号线虹桥1号航站楼,2018-01-05 21:45:01,37,23
10号线虹桥1号航站楼,2018-01-05 22:00:01,33,26
10号线虹桥1号航站楼,2018-01-05 22:15:01,48,22
10号线虹桥1号航站楼,2018-01-05 22:30:01,26,31
10号线虹桥1号航站楼,2018-01-05 22:45:01,19,11
10号线虹桥1号航站楼,2018-01-05 23:00:01,5,10
10号线虹桥1号航站楼,2018-01-05 23:15:01,7,4
10号线虹桥1号航站楼,2018-01-05 23:30:01,0,3
10号线虹桥1号航站楼,2018-01-05 23:45:01,3,0
10号线虹桥路,2018-01-05 05:15:01,1,0
10号线虹桥路,2018-01-05 05:30:01,5,2
10号线虹桥路,2018-01-05 05:45:01,10,0
10号线虹桥路,2018-01-05 06:00:01,21,18
10号线虹桥路,2018-01-05 06:15:01,23,21
10号线虹桥路,2018-01-05 06:30:01,50,83
10号线虹桥路,2018-01-05 06:45:01,94,121
10号线虹桥路,2018-01-05 07:00:01,118,226
10号线虹桥路,2018-01-05 07:15:01,179,251
10号线虹桥路,2018-01-05 07:30:01,201,348
10号线虹桥路,2018-01-05 07:45:01,258,373
10号线虹桥路,2018-01-05 08:00:01,369,545
10号线虹桥路,2018-01-05 08:15:01,438,698
10号线虹桥路,2018-01-05 08:30:01,404,702
10号线虹桥路,2018-01-05 08:45:01,325,865
10号线虹桥路,2018-01-05 09:00:01,295,531
10号线虹桥路,2018-01-05 09:15:01,278,588
10号线虹桥路,2018-01-05 09:30:01,245,392
10号线虹桥路,2018-01-05 09:45:01,204,338
10号线虹桥路,2018-01-05 10:00:01,180,232
10号线虹桥路,2018-01-05 10:15:01,169,221
10号线虹桥路,2018-01-05 10:30:01,177,193
10号线虹桥路,2018-01-05 10:45:01,160,170
10号线虹桥路,2018-01-05 11:00:01,133,172
10号线虹桥路,2018-01-05 11:15:01,145,135
10号线虹桥路,2018-01-05 11:30:01,139,114
10号线虹桥路,2018-01-05 11:45:01,156,151
10号线虹桥路,2018-01-05 12:00:01,177,123
10号线虹桥路,2018-01-05 12:15:01,169,167
10号线虹桥路,2018-01-05 12:30:01,165,169
10号线虹桥路,2018-01-05 12:45:01,185,167
10号线虹桥路,2018-01-05 13:00:01,151,138
10号线虹桥路,2018-01-05 13:15:01,153,172
10号线虹桥路,2018-01-05 13:30:01,138,138
10号线虹桥路,2018-01-05 13:45:01,206,148
10号线虹桥路,2018-01-05 14:00:01,216,116
10号线虹桥路,2018-01-05 14:15:01,160,153
10号线虹桥路,2018-01-05 14:30:01,128,142
10号线虹桥路,2018-01-05 14:45:01,169,144
10号线虹桥路,2018-01-05 15:00:01,179,142
10号线虹桥路,2018-01-05 15:15:01,189,163
10号线虹桥路,2018-01-05 15:30:01,165,134
10号线虹桥路,2018-01-05 15:45:01,210,169
10号线虹桥路,2018-01-05 16:00:01,214,162
10号线虹桥路,2018-01-05 16:15:01,228,150
10号线虹桥路,2018-01-05 16:30:01,263,167
10号线虹桥路,2018-01-05 16:45:01,306,157
10号线虹桥路,2018-01-05 17:00:01,421,168
10号线虹桥路,2018-01-05 17:15:01,415,214
10号线虹桥路,2018-01-05 17:30:01,525,264
10号线虹桥路,2018-01-05 17:45:01,488,264
10号线虹桥路,2018-01-05 18:00:01,504,291
10号线虹桥路,2018-01-05 18:15:01,592,287
10号线虹桥路,2018-01-05 18:30:01,358,316
10号线虹桥路,2018-01-05 18:45:01,295,278
10号线虹桥路,2018-01-05 19:00:01,277,227
10号线虹桥路,2018-01-05 19:15:01,224,215
10号线虹桥路,2018-01-05 19:30:01,198,152
10号线虹桥路,2018-01-05 19:45:01,153,146
10号线虹桥路,2018-01-05 20:00:01,166,126
10号线虹桥路,2018-01-05 20:15:01,177,96
10号线虹桥路,2018-01-05 20:30:01,153,108
10号线虹桥路,2018-01-05 20:45:01,122,120
10号线虹桥路,2018-01-05 21:00:01,112,105
10号线虹桥路,2018-01-05 21:15:01,102,114
10号线虹桥路,2018-01-05 21:30:01,114,117
10号线虹桥路,2018-01-05 21:45:01,81,124
10号线虹桥路,2018-01-05 22:00:01,76,125
10号线虹桥路,2018-01-05 22:15:01,104,103
10号线虹桥路,2018-01-05 22:30:01,41,92
10号线虹桥路,2018-01-05 22:45:01,13,42
10号线虹桥路,2018-01-05 23:00:01,4,40
10号线虹桥路,2018-01-05 23:15:01,4,8
10号线虹桥路,2018-01-05 23:30:01,3,11
10号线虹桥路,2018-01-05 23:45:01,0,15
10号线豫园,2018-01-05 05:15:01,3,0
10号线豫园,2018-01-05 05:30:01,5,0
10号线豫园,2018-01-05 05:45:01,23,5
10号线豫园,2018-01-05 06:00:01,27,29
10号线豫园,2018-01-05 06:15:01,33,51
10号线豫园,2018-01-05 06:30:01,60,66
10号线豫园,2018-01-05 06:45:01,67,135
10号线豫园,2018-01-05 07:00:01,81,170
10号线豫园,2018-01-05 07:15:01,109,231
10号线豫园,2018-01-05 07:30:01,141,362
10号线豫园,2018-01-05 07:45:01,171,507
10号线豫园,2018-01-05 08:00:01,243,895
10号线豫园,2018-01-05 08:15:01,261,1555
10号线豫园,2018-01-05 08:30:01,266,1738
10号线豫园,2018-01-05 08:45:01,207,1792
10号线豫园,2018-01-05 09:00:01,181,1542
10号线豫园,2018-01-05 09:15:01,162,1079
10号线豫园,2018-01-05 09:30:01,169,1142
10号线豫园,2018-01-05 09:45:01,123,781
10号线豫园,2018-01-05 10:00:01,133,546
10号线豫园,2018-01-05 10:15:01,163,557
10号线豫园,2018-01-05 10:30:01,129,477
10号线豫园,2018-01-05 10:45:01,202,437
10号线豫园,2018-01-05 11:00:01,160,392
10号线豫园,2018-01-05 11:15:01,228,409
10号线豫园,2018-01-05 11:30:01,212,309
10号线豫园,2018-01-05 11:45:01,253,358
10号线豫园,2018-01-05 12:00:01,237,295
10号线豫园,2018-01-05 12:15:01,289,337
10号线豫园,2018-01-05 12:30:01,283,337
10号线豫园,2018-01-05 12:45:01,281,371
10号线豫园,2018-01-05 13:00:01,300,392
10号线豫园,2018-01-05 13:15:01,297,453
10号线豫园,2018-01-05 13:30:01,323,432
10号线豫园,2018-01-05 13:45:01,309,372
10号线豫园,2018-01-05 14:00:01,305,375
10号线豫园,2018-01-05 14:15:01,410,345
10号线豫园,2018-01-05 14:30:01,385,344
10号线豫园,2018-01-05 14:45:01,357,335
10号线豫园,2018-01-05 15:00:01,380,342
10号线豫园,2018-01-05 15:15:01,437,297
10号线豫园,2018-01-05 15:30:01,421,311
10号线豫园,2018-01-05 15:45:01,449,245
10号线豫园,2018-01-05 16:00:01,503,238
10号线豫园,2018-01-05 16:15:01,474,213
10号线豫园,2018-01-05 16:30:01,550,263
10号线豫园,2018-01-05 16:45:01,535,230
10号线豫园,2018-01-05 17:00:01,793,231
10号线豫园,2018-01-05 17:15:01,910,228
10号线豫园,2018-01-05 17:30:01,1117,304
10号线豫园,2018-01-05 17:45:01,1213,269
10号线豫园,2018-01-05 18:00:01,1229,275
10号线豫园,2018-01-05 18:15:01,1304,300
10号线豫园,2018-01-05 18:30:01,954,295
10号线豫园,2018-01-05 18:45:01,682,281
10号线豫园,2018-01-05 19:00:01,498,225
10号线豫园,2018-01-05 19:15:01,420,124
10号线豫园,2018-01-05 19:30:01,363,157
10号线豫园,2018-01-05 19:45:01,311,82
10号线豫园,2018-01-05 20:00:01,317,113
10号线豫园,2018-01-05 20:15:01,302,80
10号线豫园,2018-01-05 20:30:01,325,101
10号线豫园,2018-01-05 20:45:01,363,84
10号线豫园,2018-01-05 21:00:01,493,72
10号线豫园,2018-01-05 21:15:01,268,110
10号线豫园,2018-01-05 21:30:01,208,126
10号线豫园,2018-01-05 21:45:01,161,73
10号线豫园,2018-01-05 22:00:01,168,120
10号线豫园,2018-01-05 22:15:01,112,109
10号线豫园,2018-01-05 22:30:01,63,75
10号线豫园,2018-01-05 22:45:01,33,47
10号线豫园,2018-01-05 23:00:01,12,11
10号线豫园,2018-01-05 23:15:01,7,25
10号线豫园,2018-01-05 23:30:01,11,6
10号线豫园,2018-01-05 23:45:01,3,1
10号线邮电新村,2018-01-05 05:15:01,3,0
10号线邮电新村,2018-01-05 05:30:01,19,2
10号线邮电新村,2018-01-05 05:45:01,18,0
10号线邮电新村,2018-01-05 06:00:01,42,2
10号线邮电新村,2018-01-05 06:15:01,66,6
10号线邮电新村,2018-01-05 06:30:01,100,17
10号线邮电新村,2018-01-05 06:45:01,157,21
10号线邮电新村,2018-01-05 07:00:01,217,23
10号线邮电新村,2018-01-05 07:15:01,263,55
10号线邮电新村,2018-01-05 07:30:01,370,97
10号线邮电新村,2018-01-05 07:45:01,519,176
10号线邮电新村,2018-01-05 08:00:01,712,181
10号线邮电新村,2018-01-05 08:15:01,715,281
10号线邮电新村,2018-01-05 08:30:01,648,240
10号线邮电新村,2018-01-05 08:45:01,519,413
10号线邮电新村,2018-01-05 09:00:01,432,266
10号线邮电新村,2018-01-05 09:15:01,329,194
10号线邮电新村,2018-01-05 09:30:01,254,157
10号线邮电新村,2018-01-05 09:45:01,188,127
10号线邮电新村,2018-01-05 10:00:01,158,102
10号线邮电新村,2018-01-05 10:15:01,134,85
10号线邮电新村,2018-01-05 10:30:01,137,102
10号线邮电新村,2018-01-05 10:45:01,104,77
10号线邮电新村,2018-01-05 11:00:01,77,66
10号线邮电新村,2018-01-05 11:15:01,94,89
10号线邮电新村,2018-01-05 11:30:01,114,68
10号线邮电新村,2018-01-05 11:45:01,95,81
10号线邮电新村,2018-01-05 12:00:01,93,62
10号线邮电新村,2018-01-05 12:15:01,109,88
10号线邮电新村,2018-01-05 12:30:01,102,86
10号线邮电新村,2018-01-05 12:45:01,113,84
10号线邮电新村,2018-01-05 13:00:01,125,92
10号线邮电新村,2018-01-05 13:15:01,117,91
10号线邮电新村,2018-01-05 13:30:01,112,99
10号线邮电新村,2018-01-05 13:45:01,88,80
10号线邮电新村,2018-01-05 14:00:01,111,109
10号线邮电新村,2018-01-05 14:15:01,90,120
10号线邮电新村,2018-01-05 14:30:01,90,107
10号线邮电新村,2018-01-05 14:45:01,109,100
10号线邮电新村,2018-01-05 15:00:01,102,130
10号线邮电新村,2018-01-05 15:15:01,96,120
10号线邮电新村,2018-01-05 15:30:01,100,148
10号线邮电新村,2018-01-05 15:45:01,89,156
10号线邮电新村,2018-01-05 16:00:01,143,129
10号线邮电新村,2018-01-05 16:15:01,113,171
10号线邮电新村,2018-01-05 16:30:01,145,140
10号线邮电新村,2018-01-05 16:45:01,166,186
10号线邮电新村,2018-01-05 17:00:01,258,206
10号线邮电新村,2018-01-05 17:15:01,215,265
10号线邮电新村,2018-01-05 17:30:01,234,369
10号线邮电新村,2018-01-05 17:45:01,243,345
10号线邮电新村,2018-01-05 18:00:01,259,373
10号线邮电新村,2018-01-05 18:15:01,230,395
10号线邮电新村,2018-01-05 18:30:01,126,449
10号线邮电新村,2018-01-05 18:45:01,134,424
10号线邮电新村,2018-01-05 19:00:01,102,289
10号线邮电新村,2018-01-05 19:15:01,98,268
10号线邮电新村,2018-01-05 19:30:01,73,229
10号线邮电新村,2018-01-05 19:45:01,61,193
10号线邮电新村,2018-01-05 20:00:01,95,149
10号线邮电新村,2018-01-05 20:15:01,81,179
10号线邮电新村,2018-01-05 20:30:01,75,185
10号线邮电新村,2018-01-05 20:45:01,48,151
10号线邮电新村,2018-01-05 21:00:01,62,162
10号线邮电新村,2018-01-05 21:15:01,52,144
10号线邮电新村,2018-01-05 21:30:01,41,151
10号线邮电新村,2018-01-05 21:45:01,29,143
10号线邮电新村,2018-01-05 22:00:01,41,191
10号线邮电新村,2018-01-05 22:15:01,31,149
10号线邮电新村,2018-01-05 22:30:01,22,120
10号线邮电新村,2018-01-05 22:45:01,4,70
10号线邮电新村,2018-01-05 23:00:01,2,40
10号线邮电新村,2018-01-05 23:15:01,2,8
10号线邮电新村,2018-01-05 23:30:01,1,18
10号线邮电新村,2018-01-05 23:45:01,0,6
10号线陕西南路,2018-01-05 05:00:01,1,0
10号线陕西南路,2018-01-05 05:15:01,4,1
10号线陕西南路,2018-01-05 05:30:01,13,2
10号线陕西南路,2018-01-05 05:45:01,25,10
10号线陕西南路,2018-01-05 06:00:01,44,29
10号线陕西南路,2018-01-05 06:15:01,57,62
10号线陕西南路,2018-01-05 06:30:01,78,156
10号线陕西南路,2018-01-05 06:45:01,110,243
10号线陕西南路,2018-01-05 07:00:01,110,442
10号线陕西南路,2018-01-05 07:15:01,185,488
